ZONE,DIST,SDIST,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFHH,MFHH,HH1,HH2,HH3,HH4,INC1,INC2,INC3,INC4,MHHINC,TACRES,RESACRE,CIACRE,Z2SHARE,TEMP,RETEMP,SEREMP,OTHEMP,AGEMP,MANEMP,WHOEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65,AGE0513,AGE1417,AGE1824,ESENR,HSENR,COLLENR,COLLENRF,COLLENRP,TAZ1454
2171,17,17,4,1976,4401,4499,1924,644,1332,925,536,373,141,13467,33270,52652,108792,33135,330,149,175,0.241,3851,972,1258,1212,2,314,94,292,621,1568,975,1044,0,0,0,0,0,0,0,0,839
2172,17,17,4,2539,5521,5531,2998,1210,1329,701,843,724,271,12834,33430,54577,108351,41875,503,377,117,0.262,1469,195,471,783,2,17,1,277,608,1818,1459,1370,0,0,0,0,0,0,0,0,840
2173,17,17,4,1664,4370,4412,2087,961,703,484,474,481,225,13158,34868,55470,102382,43798,313,294,12,0.163,877,93,603,157,3,22,0,355,745,1651,999,662,0,0,0,0,0,0,0,0,841
2174,17,17,4,1303,3212,3256,1673,616,687,458,408,291,146,14107,33098,54679,109464,39819,230,188,42,0.173,640,227,232,40,2,120,19,268,466,1265,734,522,0,0,0,0,0,0,0,0,842
2175,17,17,4,1392,4071,4134,2131,1338,54,273,326,404,388,11864,34068,55166,97455,53585,558,442,7,0.137,331,105,79,147,0,0,0,237,799,1370,1264,464,0,0,0,0,0,0,0,0,843
2176,17,17,4,3062,8712,8731,4840,3004,58,328,333,917,1484,13435,32923,56077,117972,78998,26251,1893,85,0.144,1458,110,1102,180,4,2,60,505,1509,2508,3232,977,0,0,0,0,0,0,0,0,844
2177,17,17,4,2412,6736,6771,3579,2376,36,370,471,754,816,11902,34516,55428,116472,65351,1280,787,38,0.216,1262,64,929,257,6,6,0,279,1348,1550,2304,1290,0,0,0,0,0,0,0,0,845
2178,17,17,4,2105,5390,5413,2595,1613,492,587,657,572,290,13910,33946,53840,103877,43421,457,360,70,0.219,1124,127,703,284,1,4,5,244,918,1620,1548,1082,0,0,0,0,0,0,0,0,846
2179,17,17,4,1153,2710,2710,1243,433,720,515,278,239,121,13107,34144,54410,102490,36161,228,123,50,0.200,1742,710,615,385,10,9,13,167,414,975,647,507,0,0,0,0,0,0,0,0,847
2180,17,17,4,1797,4509,4591,2342,589,1208,645,592,417,144,14090,33577,53974,113405,37786,273,150,122,0.198,3150,1092,1475,458,0,69,57,270,733,1696,1035,857,0,0,0,0,0,0,0,0,848
2181,17,17,4,1342,3786,3823,1830,1209,133,286,313,382,360,14869,33961,54139,109427,55952,329,282,33,0.230,429,51,341,36,1,0,0,217,712,995,1092,808,0,0,0,0,2220,0,0,0,849
2182,17,17,4,1287,3572,3586,1679,1254,33,269,271,363,383,15002,34527,55767,117854,61281,605,448,10,0.240,368,82,201,84,0,0,1,166,615,846,1183,775,0,0,0,0,0,0,0,0,850
2183,17,17,4,731,2006,2006,1003,726,5,96,134,206,296,16641,33717,56881,118723,72449,617,198,11,0.248,294,29,182,76,0,6,1,77,347,430,710,443,0,0,0,0,0,0,0,0,851
2184,17,17,4,2088,5855,5857,2926,1924,164,394,447,589,658,13927,34540,56877,109976,60759,567,463,44,0.208,610,132,264,176,3,0,34,283,1022,1587,1887,1078,0,0,0,0,0,0,0,0,852
2185,17,17,4,2040,5480,5515,2686,1405,635,488,596,650,306,14982,32800,55193,109847,47323,595,265,164,0.163,1331,274,423,585,0,26,23,323,1051,1849,1497,796,0,0,0,0,0,0,0,0,853
2186,17,17,4,2200,6589,6609,2741,477,1723,1027,660,359,154,14167,32682,54506,103041,32574,203,141,55,0.081,560,168,137,106,22,107,21,730,1420,2796,1221,442,0,0,0,0,0,0,0,0,854
2187,17,17,4,1766,5146,5154,1993,937,829,927,435,283,120,13444,33156,54364,114927,31862,283,221,45,0.161,871,186,481,92,28,23,62,476,1005,1846,1051,776,0,0,0,0,0,0,0,0,855
2188,17,17,4,2451,7370,7369,3366,1501,950,968,654,571,258,13761,32532,55043,107386,38195,383,230,147,0.159,950,409,358,152,11,16,3,501,1345,2664,1806,1053,0,0,0,0,0,0,0,0,856
2189,17,17,4,1012,3134,3210,1263,610,402,298,379,271,64,12592,32766,53906,156934,40482,246,125,115,0.141,944,167,629,99,5,34,11,225,592,1203,792,398,0,0,0,0,1437,0,0,0,857
2190,17,17,4,2065,6023,6023,2677,1392,673,752,519,564,229,13766,33994,54496,100476,39600,385,313,71,0.210,1468,615,267,347,10,156,72,327,1055,1890,1579,1172,0,0,0,0,151,0,0,0,858
2191,17,17,4,1364,4319,4329,1713,1266,98,412,287,426,239,14728,35136,56526,106095,48098,304,274,7,0.267,346,138,157,51,0,0,0,226,708,1138,1167,1090,0,0,0,0,0,0,0,0,859
2192,17,17,4,2204,6223,6227,3050,1617,587,437,611,598,558,14361,33361,54447,102801,52845,2202,312,585,0.220,11605,532,1407,1578,8,3222,4858,390,812,2041,1724,1261,0,0,0,0,0,0,0,0,860
2193,17,17,4,2150,6807,6831,2828,2064,86,688,523,582,357,15406,33619,55407,100448,44808,613,431,162,0.244,2415,260,678,920,2,261,293,363,1203,1925,1766,1573,0,0,0,0,0,0,0,0,861
2194,17,17,4,2682,6625,6690,3249,1334,1348,1006,710,731,235,13081,35128,54207,98608,37595,773,313,459,0.235,5225,784,1465,1061,10,821,1084,376,907,2333,1577,1497,0,0,0,0,0,0,0,0,862
2195,17,17,4,1302,3872,3882,1532,895,407,419,367,360,156,15336,34023,52236,115291,42754,356,192,162,0.202,2977,745,897,573,18,530,214,238,622,1216,1097,710,0,0,0,0,0,0,0,0,863
2196,17,17,4,3219,7514,7516,3876,941,2278,1375,989,643,213,14733,32964,52396,109605,34113,433,183,236,0.158,3500,765,1062,675,22,695,280,505,1053,2971,1936,1052,0,0,0,0,2196,0,0,0,864
2197,17,17,4,1412,3831,3835,1571,1318,94,470,388,351,203,13463,33722,52450,94141,40360,313,304,7,0.291,600,63,104,354,0,66,13,158,502,1050,1068,1058,0,0,0,0,0,0,0,0,865
2198,17,17,4,1432,3745,3756,1811,1378,54,346,295,375,416,14967,33781,55873,116576,59164,818,522,39,0.298,1164,186,141,633,15,25,165,143,484,942,1139,1048,0,0,0,0,0,0,0,0,866
2199,17,17,4,1034,2532,2535,1176,839,195,263,202,306,263,13652,33533,54645,113281,55061,202,193,9,0.271,461,125,215,89,3,28,1,100,347,664,789,634,0,0,0,0,0,0,0,0,867
2200,17,17,4,1418,3716,3722,1748,1200,218,422,332,438,225,13853,32911,55210,107712,46062,259,230,28,0.173,679,277,281,105,0,4,13,260,620,1212,1062,569,0,0,0,0,0,0,0,0,868
2201,17,17,4,1678,3896,3914,1867,911,767,637,354,370,317,13078,33250,55051,118138,46523,251,219,29,0.233,628,369,55,164,2,5,32,206,544,1213,1110,841,0,0,0,0,0,0,0,0,869
2202,17,17,4,1729,4960,4960,1790,1251,478,578,561,409,181,13856,34641,55079,100780,39430,247,194,48,0.178,1657,304,280,823,24,96,128,347,698,1891,1218,806,0,0,0,0,0,0,0,0,870
2203,17,17,4,2998,6912,7012,3233,941,2057,1246,1018,572,163,14191,33202,52749,131706,34379,415,206,191,0.241,5606,951,1936,2084,1,410,224,397,874,2408,1731,1602,0,0,0,0,0,0,0,0,871
2204,17,17,4,2865,9342,9357,3991,2132,733,868,911,717,368,14646,33915,54555,98564,41557,538,422,111,0.176,1353,89,221,542,0,436,65,694,1652,3099,2423,1489,0,0,0,0,0,0,0,0,872
2205,17,17,4,1829,5844,5850,2453,1367,462,541,558,496,235,14554,33122,54195,87217,40364,2003,321,1682,0.153,13113,1138,2057,3259,16,4044,2598,415,1091,1991,1573,779,0,0,0,0,0,0,0,0,873
2206,18,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429,0,2386,0.183,2636,167,785,1224,8,217,235,0,0,0,0,0,0,0,0,0,0,0,0,0,874
2207,18,18,4,999,3555,3605,883,864,135,601,189,148,61,12857,33007,52289,84651,26878,1610,157,882,0.183,16243,1027,4834,7546,48,1334,1454,274,810,1118,785,618,0,0,0,0,0,0,0,0,875
2208,18,18,4,636,2327,2392,578,538,98,364,156,59,57,11659,33860,51375,104494,29186,121,108,12,0.173,104,9,48,11,0,14,23,145,611,778,466,392,0,0,0,0,0,0,0,0,876
2209,18,18,4,915,3452,3458,993,692,223,426,188,232,68,13937,32440,53175,91304,33534,156,107,46,0.140,295,11,139,75,24,12,34,290,923,1155,637,453,0,0,0,0,0,0,0,0,877
2210,18,18,4,1413,4989,5057,1620,949,464,777,366,216,54,11729,33387,56179,113776,28099,250,133,105,0.117,899,168,106,186,0,365,75,491,1200,1768,1080,518,0,0,0,0,0,0,0,0,878
2211,18,18,4,1277,3920,3926,1446,1053,224,553,310,314,100,11057,31997,54588,99295,33824,157,94,63,0.132,473,241,104,84,0,10,35,306,865,1322,985,448,0,0,0,0,0,0,0,0,879
2212,18,18,4,1064,4228,4228,1265,698,366,479,269,216,100,11748,30813,54498,127735,36312,142,103,34,0.098,671,14,476,115,0,63,2,436,1152,1449,833,358,0,0,0,0,0,0,0,0,880
2213,18,18,4,1093,3256,3265,1293,704,389,555,223,264,50,12875,32887,54921,93759,30846,143,128,10,0.110,285,86,56,28,0,0,114,333,751,1120,760,301,0,0,0,0,0,0,0,0,881
2214,18,18,4,992,2652,2662,1224,777,215,439,264,228,60,11248,32905,54018,100903,32420,195,139,43,0.130,596,249,158,58,4,2,125,185,569,889,730,289,0,0,0,0,0,0,0,0,882
2215,18,18,4,1133,2801,2802,1388,1087,46,282,184,303,364,14474,32883,54692,114068,60462,1702,492,40,0.261,802,150,397,82,0,20,152,117,364,644,1024,653,0,0,0,0,0,0,0,0,883
2216,18,18,4,1354,3245,3263,1799,1249,105,204,213,396,541,13971,34587,54752,119379,71306,1149,455,239,0.233,1173,17,425,590,2,5,134,137,430,730,1316,651,0,0,0,0,0,0,0,0,884
2217,18,18,4,2720,6418,6418,3761,2008,712,437,400,701,1181,13362,35850,54809,125023,75902,2115,1088,190,0.208,1123,99,785,170,2,10,57,285,837,1689,2480,1126,0,0,0,0,2197,5547,944,4603,885
2218,18,18,4,1731,4358,4376,2386,1471,260,579,431,443,278,13289,33034,55508,107748,44269,376,360,14,0.134,543,144,283,114,0,1,1,321,876,1427,1265,486,0,0,0,0,0,0,0,0,886
2219,18,18,4,1164,2859,3005,1259,856,308,458,167,344,195,11396,32757,54002,113892,44299,437,226,124,0.171,565,41,203,89,0,212,20,221,567,886,883,449,0,0,0,0,1094,0,0,0,887
2220,18,18,4,1709,5552,5599,1718,956,753,988,440,216,64,10440,32063,51427,99755,24602,198,189,9,0.100,884,85,721,73,0,6,0,547,1513,1895,1168,477,0,0,0,0,1745,0,0,0,888
2221,18,18,4,1228,3787,3787,1377,859,369,672,349,171,37,12252,32496,52596,88154,25907,130,120,10,0.101,254,133,99,20,0,2,0,385,897,1314,876,314,0,0,0,0,0,0,0,0,889
2222,18,18,4,1605,5409,5410,1518,1107,498,858,485,211,50,10480,32906,55349,121109,26678,211,155,41,0.129,573,207,106,222,0,15,23,493,1316,1813,1162,625,0,0,0,0,0,0,0,0,890
2223,18,18,4,1495,5399,5407,1571,990,505,844,401,204,46,12052,32487,54781,106656,26312,186,145,40,0.118,197,37,132,27,1,0,0,552,1414,1793,1081,568,0,0,0,0,0,0,0,0,891
2224,18,18,4,1196,4712,4719,1527,769,427,478,364,242,113,14263,32590,56442,130862,39314,312,114,167,0.097,1093,195,29,267,0,435,166,482,1213,1755,868,401,0,0,0,0,0,0,0,0,892
2225,18,18,4,1076,4171,4195,1315,597,479,661,266,124,25,11690,33162,55291,87257,23750,210,79,122,0.099,824,30,149,186,0,320,138,440,1195,1456,738,366,0,0,0,0,0,0,0,0,893
2226,18,18,4,1014,3539,3647,1131,467,547,586,266,118,44,12337,33124,53290,161623,28816,201,79,118,0.136,1009,24,133,207,0,553,93,379,891,1266,647,464,0,0,0,0,0,0,0,0,894
2227,18,18,4,2143,7044,7044,1846,1032,1111,1406,413,231,93,11324,32517,49898,99269,23410,296,121,159,0.114,1294,178,278,514,0,190,134,624,1985,2340,1381,714,0,0,0,0,0,0,0,0,895
2228,18,18,4,755,2646,2649,964,383,372,438,201,97,18,12482,33732,53586,86322,25270,595,64,465,0.099,4463,454,884,1930,9,49,1137,215,569,1152,483,231,0,0,0,0,2191,0,0,0,896
2229,18,18,4,1140,4123,4177,1314,542,598,662,253,143,82,12333,32079,55128,107855,28873,128,70,57,0.098,325,70,139,99,1,8,8,430,998,1643,747,359,0,0,0,0,0,0,0,0,897
2230,18,18,4,1277,4140,4139,1356,588,689,812,259,139,67,11636,32033,52991,120884,26163,125,101,21,0.109,392,67,261,33,0,31,0,416,1021,1567,727,408,0,0,0,0,0,0,0,0,898
2231,18,18,4,2330,7464,7480,2246,1476,854,1245,643,335,107,11570,33274,52505,105223,27763,281,225,49,0.135,1238,405,750,81,0,0,2,633,1713,2595,1633,907,0,0,0,0,0,0,0,0,899
2232,18,18,4,1751,5580,5659,2041,1348,403,907,547,225,72,13548,33532,53760,114575,29156,269,171,77,0.130,2349,1067,1032,245,5,0,0,482,1381,1900,1241,655,0,0,0,0,0,0,0,0,900
2233,18,18,4,1733,4296,4297,1776,1003,730,888,382,334,129,12713,33495,53843,85732,30594,222,174,27,0.121,246,5,237,3,0,0,0,330,838,1482,1230,417,0,0,0,0,0,0,0,0,901
2234,18,18,4,749,1824,2544,1179,598,151,256,179,242,71,12807,32221,53936,101041,39121,296,143,153,0.124,285,35,237,7,0,2,3,134,510,944,695,260,0,0,0,0,0,1100,1018,82,902
2235,18,18,4,1734,4157,4163,2056,1520,214,670,345,473,245,12481,33876,55041,96869,40306,228,212,16,0.156,654,99,386,159,7,2,0,231,727,1283,1388,535,0,0,0,0,0,0,0,0,903
2236,18,18,4,2076,6154,6206,2437,1315,761,1065,433,424,154,12138,32808,53507,99173,31358,260,221,31,0.115,913,32,313,32,0,0,536,464,1448,2182,1514,598,0,0,0,0,0,0,0,0,904
2237,18,18,4,2327,7998,7997,3039,1412,915,1074,558,499,196,12837,32639,54461,102332,34145,255,223,30,0.114,471,91,229,26,3,17,105,687,1876,2875,1770,789,0,0,0,0,0,0,0,0,905
2238,18,18,4,2140,6129,6159,2664,1218,922,1075,634,278,152,13363,32627,55177,117695,31997,212,171,19,0.132,1081,417,543,83,0,38,0,488,1284,2224,1450,712,0,0,0,0,0,0,0,0,906
2239,18,18,4,1183,2861,2898,1716,1002,181,292,269,349,272,14578,33253,56857,93515,49527,303,202,50,0.168,422,72,210,138,0,0,2,163,423,962,935,415,0,0,0,0,0,0,0,0,907
2240,18,18,4,1493,3733,3743,1929,955,538,383,468,327,315,13604,34282,53607,111835,49700,217,186,27,0.177,436,148,154,102,5,25,1,232,592,1155,1194,570,0,0,0,0,0,0,0,0,908
2241,18,18,4,1374,3438,3438,1812,1110,264,462,313,323,276,15628,33778,54465,116482,49137,235,207,26,0.182,463,107,288,32,0,2,34,208,524,1123,1034,548,0,0,0,0,0,0,0,0,909
2242,18,18,4,2189,4951,4962,2897,1743,446,510,449,762,468,15139,33751,54719,99203,50683,417,357,60,0.188,1155,119,872,127,0,17,20,266,708,1591,1587,811,0,0,0,0,0,0,0,0,910
2243,18,18,4,1019,2379,2747,1326,997,22,135,171,287,426,16870,34980,54989,134135,79600,463,358,93,0.248,942,116,521,291,3,7,4,109,307,787,932,612,0,0,0,0,0,916,324,592,911
2244,18,18,4,1820,4411,4411,2581,1775,45,141,195,481,1002,12482,34708,54418,140611,96368,1214,638,24,0.194,1008,230,640,128,5,2,4,223,525,1175,1788,701,0,0,0,0,0,0,0,0,912
2245,18,18,4,2456,5821,5827,3465,2244,212,317,338,656,1146,14258,34989,56057,130438,82511,764,697,52,0.184,2725,1529,476,647,26,20,27,316,573,1750,2316,873,0,0,0,0,0,0,0,0,913
2246,18,18,4,2301,5378,5379,3018,1813,488,226,403,531,1140,15265,35065,56158,136434,88194,1006,717,11,0.155,458,42,269,137,3,3,3,327,525,1896,1969,662,0,0,0,0,328,0,0,0,914
2247,18,18,4,1334,3214,3217,1652,1055,279,208,202,274,650,13107,32551,54179,141815,87189,455,331,28,0.208,603,4,235,309,0,36,20,182,365,897,1203,570,0,0,0,0,0,0,0,0,915
2248,18,18,4,1378,3355,3518,1691,1194,184,188,224,352,614,13474,33814,55344,134272,81384,668,237,59,0.221,1818,362,1224,205,0,13,13,238,408,1008,1175,690,0,0,0,0,300,0,0,0,916
2249,18,18,4,1675,4711,4711,2340,1615,60,271,228,338,837,13946,34780,54934,143523,89934,334,284,16,0.165,766,104,359,291,12,0,0,237,1111,907,1840,616,0,0,0,0,830,0,0,0,917
2250,18,18,4,2123,5949,5951,2774,2112,11,74,60,263,1726,13910,34421,55863,174329,150095,729,649,34,0.226,1282,49,1091,132,10,0,0,279,1233,898,2400,1142,0,0,0,0,0,0,0,0,918
2251,18,18,4,688,1681,1681,897,641,47,86,70,132,400,15132,35506,53596,140125,97318,262,258,1,0.254,201,143,58,0,0,0,0,74,196,368,670,373,0,0,0,0,0,0,0,0,919
2252,18,18,4,796,1924,1925,1055,779,17,96,77,169,454,13014,33576,56077,136755,94875,304,207,8,0.196,389,57,239,61,2,0,30,106,240,504,764,312,0,0,0,0,317,0,0,0,920
2253,18,18,4,1232,2719,2721,1552,605,627,481,231,332,188,11769,34203,54496,123406,44606,153,117,15,0.162,601,247,44,298,0,3,9,172,330,1009,832,377,0,0,0,0,0,0,0,0,921
2254,18,18,4,2007,4403,4404,2603,1207,800,654,423,429,502,13302,33881,55033,105353,49628,259,207,17,0.218,1061,210,494,289,14,19,36,229,447,1481,1386,861,0,0,0,0,0,0,0,0,922
2255,18,18,4,2564,7070,7111,3056,1274,1290,1242,705,485,132,12954,31941,53181,88731,29729,288,237,22,0.111,630,170,347,89,3,22,0,542,1598,2531,1788,652,0,0,0,0,0,0,0,0,923
2256,18,18,4,1873,5925,5999,2362,933,940,995,473,290,114,12573,33417,55240,100793,29878,183,137,42,0.108,1483,300,596,556,7,0,23,541,1349,2215,1346,547,0,0,0,0,0,676,295,380,924
2257,18,18,4,2006,7179,7230,2659,888,1118,1165,511,196,133,12647,33832,55130,104298,28301,173,87,82,0.122,1398,271,702,370,5,39,12,698,1549,2846,1334,802,0,0,0,0,264,0,0,0,925
2258,18,18,4,2250,6696,6763,2379,1041,1209,1192,578,374,106,13257,32622,52138,104877,29026,465,121,347,0.097,3915,474,629,872,3,1675,262,600,1434,2782,1389,558,0,0,0,0,0,0,0,0,926
2259,18,18,4,1287,4470,4514,1583,322,965,692,371,135,89,13074,33604,55288,127354,31278,97,51,41,0.094,924,128,462,324,0,2,8,487,1031,1882,735,378,0,0,0,0,0,0,0,0,927
2260,18,18,4,1419,5032,5032,1684,600,819,849,334,149,87,11977,33417,56254,81324,26103,99,72,26,0.084,525,70,265,186,0,1,3,525,1338,1988,811,369,0,0,0,0,0,0,0,0,928
2261,18,18,4,1244,4181,4228,1392,628,616,711,308,192,34,11901,32323,55504,91763,25867,118,116,2,0.136,407,26,349,2,0,0,30,332,1068,1434,873,520,0,0,0,0,0,0,0,0,929
2262,18,18,4,749,1937,1975,712,492,257,310,185,175,79,13047,34855,53645,92478,36346,138,82,15,0.287,369,17,283,45,0,0,23,112,313,522,483,545,0,0,0,0,0,0,0,0,930
2263,18,18,4,1354,3436,3453,1625,496,858,700,403,203,48,12839,31656,52248,86426,26998,134,107,25,0.126,552,33,487,32,0,0,0,259,630,1294,901,369,0,0,0,0,0,0,0,0,931
2264,18,18,4,1313,4239,4239,1817,756,557,738,261,201,113,13067,33222,53548,93210,30214,128,127,1,0.119,92,32,58,2,0,0,0,320,1091,1457,928,443,0,0,0,0,0,0,0,0,932
2265,18,18,4,2009,7117,7151,2589,857,1152,1225,454,244,86,12937,33112,53158,99762,26142,229,111,92,0.110,592,107,398,4,0,20,64,609,1827,2579,1448,689,0,0,0,0,0,0,0,0,933
2266,18,18,4,2830,7382,7388,3602,466,2364,1792,643,284,112,12548,32358,52694,96543,24399,169,132,30,0.114,899,111,227,335,0,171,54,590,1451,3076,1529,741,0,0,0,0,0,0,0,0,934
2267,18,18,4,1497,3668,3681,1849,409,1088,755,414,262,66,11483,34012,54558,123975,30243,104,99,1,0.130,94,21,28,44,0,0,2,238,655,1509,860,418,0,0,0,0,0,0,0,0,935
2268,18,18,4,1427,3318,3318,1779,468,959,698,346,227,156,13603,32123,54556,99619,34033,105,98,5,0.114,285,8,175,91,0,6,5,197,606,1388,811,317,0,0,0,0,0,0,0,0,936
2269,18,18,4,1518,3270,3273,1973,883,635,404,279,392,444,10668,33386,54881,113976,56578,207,177,7,0.202,491,290,57,104,2,6,32,183,300,1186,1018,585,0,0,0,0,0,0,0,0,937
2270,18,18,4,1559,4153,4152,2211,1515,44,246,176,324,813,14163,34435,56777,140353,91352,301,286,6,0.203,558,20,332,153,6,5,42,253,600,975,1619,705,0,0,0,0,0,0,0,0,938
2271,18,18,4,1863,3460,3477,2362,612,1251,541,565,368,388,15337,33852,54202,114361,49235,169,118,48,0.147,1403,499,317,437,23,17,109,138,255,1544,1120,420,0,0,0,0,0,0,0,0,939
2272,18,18,4,2179,3713,3751,2628,368,1811,766,756,480,176,14969,32922,53936,112518,37712,124,97,20,0.139,1152,356,557,173,9,5,51,136,289,1751,1148,427,0,0,0,0,0,0,0,0,940
2273,18,18,4,2567,4372,4416,3041,264,2303,1047,848,455,217,13642,32502,53196,113299,35338,95,93,2,0.130,228,3,188,37,0,0,0,184,295,2175,1294,467,0,0,0,0,0,0,0,0,941
2274,18,18,4,3057,4694,4712,3138,74,2983,1258,922,642,235,13133,33392,53507,107713,35014,91,35,38,0.192,1823,220,1227,324,4,7,42,122,201,2354,1203,832,0,0,0,0,0,0,0,0,942
2275,18,18,4,2428,4651,4664,3253,668,1760,838,744,504,343,14212,32796,53131,118489,42842,236,205,6,0.162,945,141,593,104,2,91,15,175,465,1991,1380,652,0,0,0,0,2251,0,0,0,943
2276,18,18,4,3072,5481,5482,3637,281,2791,1631,697,497,246,13862,32285,53220,104877,31813,102,58,5,0.175,850,418,278,134,0,20,0,230,480,2503,1398,872,0,0,0,0,0,0,0,0,944
2277,18,18,4,2865,4349,4358,2164,22,2843,1768,682,326,89,13072,32394,54873,115351,25463,307,45,55,0.269,8202,153,2584,4414,35,741,275,129,234,1865,1000,1131,0,0,0,0,0,0,0,0,945
2278,18,18,4,2838,5449,5508,1989,467,2371,1865,574,276,124,11109,32062,55963,119825,24373,210,117,133,0.241,4679,503,1185,2174,0,320,497,334,595,1670,1699,1210,0,0,0,0,0,11791,2503,9288,946
2279,18,18,4,7139,15036,15058,8046,1620,5519,4263,1446,676,754,11894,32333,51460,117576,31013,436,98,391,0.152,7505,772,2841,1209,41,2009,633,907,2482,6076,3534,2059,0,0,0,0,0,0,0,0,947
2280,18,18,4,1624,4076,4180,2167,745,879,684,411,345,184,12861,33654,54308,99376,36852,391,200,182,0.145,3781,532,296,1221,19,1629,83,230,687,1577,1166,518,0,0,0,0,0,0,0,0,948
2281,18,18,4,1415,3573,3572,1718,1211,204,357,241,244,572,14995,34455,54591,120743,68042,284,232,46,0.264,1325,544,557,142,2,69,12,188,466,899,1159,861,0,0,0,0,0,0,0,0,949
2282,18,18,4,2012,4810,4810,2348,1134,878,658,427,520,407,14659,34885,53932,108033,48099,246,207,29,0.193,1462,434,639,378,9,2,0,259,698,1533,1501,820,0,0,0,0,0,0,0,0,950
2283,18,18,4,2654,6365,6365,3311,1768,886,689,808,668,488,12708,34295,56634,112146,48688,268,222,21,0.233,657,231,285,124,0,17,0,276,854,1873,2017,1345,0,0,0,0,0,0,0,0,951
2284,18,18,4,2446,6564,6563,3126,2349,97,456,554,764,672,14402,34444,56760,114594,59759,977,237,193,0.235,5055,797,1565,865,2,1310,516,370,974,1853,1956,1410,0,0,0,0,0,0,0,0,952
2285,18,18,4,2648,7042,7044,3906,2546,102,320,305,579,1444,13316,34050,56537,126936,87146,587,506,18,0.159,1187,186,366,206,0,308,120,431,1289,1723,2719,883,0,0,0,0,0,0,0,0,953
2286,18,18,4,1930,4193,4200,2473,460,1470,677,603,393,258,13935,33305,55331,110450,41307,198,99,82,0.234,2580,516,1895,169,0,0,0,180,524,1438,1145,914,0,0,0,0,1680,0,0,0,954
2287,18,18,4,1347,2974,2973,1722,235,1112,507,447,313,80,15359,33335,55424,97102,35480,134,99,35,0.149,4337,1066,1831,1385,4,44,6,140,458,1213,774,388,0,0,0,0,0,0,0,0,955
2288,18,18,4,2135,4594,4676,2573,800,1335,723,629,464,319,13993,33354,56127,136134,47115,219,208,5,0.168,930,192,603,101,0,21,13,249,622,1676,1457,672,0,0,0,0,553,0,0,0,956
2289,18,18,4,1496,3270,3275,1820,469,1027,526,299,361,310,14571,33522,55027,118422,49584,158,117,16,0.222,498,2,474,15,3,0,4,161,386,1156,897,673,0,0,0,0,0,0,0,0,957
2290,18,18,4,1533,3119,3127,1792,602,931,413,367,444,309,13715,33994,55452,102108,48502,195,87,19,0.281,538,106,325,106,0,2,0,93,290,978,948,819,0,0,0,0,0,0,0,0,958
2291,18,18,4,2029,4735,4734,2576,1021,1008,705,558,456,311,13801,33590,54447,111493,43318,208,161,25,0.177,605,185,321,94,2,0,2,255,693,1674,1373,739,0,0,0,0,0,0,0,0,959
2292,18,18,4,2446,5725,5760,2828,1206,1240,953,474,513,505,12352,34084,55749,110900,46078,617,181,304,0.210,5075,261,1594,2628,0,591,0,238,822,1828,1793,1080,0,0,0,0,0,0,0,0,960
2293,18,18,4,1212,3652,3653,1134,595,617,465,438,245,64,18295,33635,53840,85899,34609,482,8,474,0.005,2555,191,1073,1274,0,15,2,538,890,2092,128,4,0,0,0,0,0,4756,960,3796,961
2294,18,18,4,1750,4836,4835,2121,390,1360,839,496,333,82,13666,33823,53989,110195,31553,145,92,49,0.104,442,220,106,108,0,8,0,367,1232,1762,1048,426,0,0,0,0,0,0,0,0,962
2295,18,18,4,2325,5023,5032,2932,994,1331,755,529,582,459,15529,34457,55099,100452,46509,235,138,86,0.150,1090,299,419,347,6,5,14,203,627,2004,1565,633,0,0,0,0,1400,0,0,0,963
2296,18,18,4,3279,10158,14777,5072,1457,1822,95,656,1618,911,15869,37558,52930,159176,78559,1390,299,1317,0.041,2463,189,1477,699,0,85,13,700,3891,7972,1749,466,0,0,0,0,0,0,0,0,964
2297,18,18,4,403,1182,1186,622,251,152,137,105,142,19,15407,34313,52399,152209,39418,1017,17,880,0.104,1828,17,154,1056,0,70,531,75,285,480,239,107,0,0,0,0,0,0,0,0,965
2298,18,18,4,45,72,91,30,13,32,16,0,29,0,4883,0,54186,0,36056,280,8,268,0.129,1489,43,575,584,0,125,162,4,9,28,41,8,0,0,0,0,0,0,0,0,966
2299,18,18,4,1103,1893,2041,304,655,448,0,0,442,661,0,0,52621,93008,76913,104,5,95,0.069,5347,848,1761,1845,34,327,533,36,0,1232,697,75,0,0,0,0,0,0,0,0,967
2300,18,18,4,1938,3477,3581,955,62,1876,1531,254,84,69,8980,32599,50246,101425,17093,83,7,75,0.483,9812,2034,3341,1838,60,2077,463,69,253,655,919,1685,0,0,0,0,0,0,0,0,968
2301,18,18,4,1154,2063,2311,835,71,1083,885,119,89,60,9654,34386,61030,122457,21949,85,17,57,0.129,23006,1021,7044,12494,25,2167,256,34,110,1184,748,235,0,0,0,0,0,0,0,0,969
2302,18,18,4,2583,3871,4205,835,53,2530,2272,143,66,102,8249,30431,52048,123167,15015,94,26,65,0.286,15692,1040,7507,5343,0,1144,658,129,256,1206,1525,1088,0,0,0,0,0,0,0,0,970
